BR 0,0,0,0,0,3,61
BR 0,0,0,0,0,3,62
BR 0,0,0,0,0,3,63
R 0,0,0,1,0,3,60
R 0,0,0,1,0,3,61
R 0,0,0,1,0,3,62
R 0,0,0,1,0,3,63
BW 0,0,0,1,0,3,60
BW 0,0,0,1,0,3,61
BW 0,0,0,1,0,3,62
BW 0,0,0,1,0,3,63
